Air Temperature,Wet Bulb Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Precipitation Type,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation,Heading,Battery Life,Rain Intensity_log,Interval Rain_log,Total Rain_log,Wind Direction_log,Maximum Wind Speed_log,Solar Radiation_log,gust_factor,barometric_pressure_rolling_7h,barometric_pressure_rolling_12h,humidity_rolling_12h,humidity_rolling_24h
-9.4,-10.0,80,0.0,0.1,24.5,3,261,2.5,3.3,1002.6,63,354.0,11.9,0.0,0.0953101798043248,3.2386784521643803,5.568344503761097,1.4586150226995167,4.1588830833596715,1.137931034482759,-2.199999999999932,-2.0,6.0,13.0
-10.06,17.4,69,0.0,0.0,3.2,0,280,2.5,2.7,1002.0,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.638354669333745,1.308332819650179,0.0,0.9310344827586208,-2.7999999999999545,-2.6000000000000227,-5.0,2.0
-9.1,-9.7,83,0.0,0.1,24.6,3,271,2.8,4.0,1003.0,48,354.0,11.9,0.0,0.0953101798043248,3.242592351485517,5.605802066295998,1.6094379124341005,3.8918202981106265,1.3793103448275863,-2.1000000000000227,-1.1000000000000227,18.0,8.0
-9.67,17.4,72,0.0,0.0,3.2,0,229,0.8,1.2,1002.4,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.438079308923196,0.7884573603642702,0.0,0.4137931034482758,-2.7000000000000455,-1.7000000000000457,7.0,-3.0
-9.1,-9.8,80,0.0,0.2,24.7,3,249,3.0,4.1,1002.5,14,354.0,11.8,0.0,0.1823215567939546,3.246490991901174,5.521460917862246,1.62924053973028,2.70805020110221,1.4137931034482758,-2.5,-1.6000000000000227,13.0,4.0
-9.78,17.4,73,0.0,0.0,3.2,0,249,1.3,1.5,1002.0,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.521460917862246,0.9162907318741552,0.0,0.5172413793103449,-3.0,-2.1000000000000227,6.0,-3.0
-9.1,-9.8,81,0.6,0.1,24.8,3,256,2.9,3.8,1002.6,6,354.0,11.8,0.4700036292457355,0.0953101798043248,3.250374491927572,5.54907608489522,1.5686159179138452,1.9459101490553132,1.3103448275862069,-1.7999999999999543,-1.5,15.0,13.0
-9.67,17.4,75,0.0,0.0,3.2,0,253,0.5,0.6,1002.0,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.537334267018537,0.4700036292457355,0.0,0.2068965517241379,-2.3999999999999773,-2.1000000000000227,9.0,7.0
-9.56,17.4,73,0.0,0.0,3.2,0,242,2.1,2.4,1001.4,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.493061443340548,1.2237754316221157,0.0,0.8275862068965517,-2.5,-3.2000000000000455,-2.0,-6.0
-9.1,-9.7,83,0.0,0.1,25.0,3,228,1.3,2.6,1001.8,6,354.0,11.9,0.0,0.0953101798043248,3.258096538021482,5.43372200355424,1.2809338454620642,1.9459101490553132,0.896551724137931,-2.1000000000000227,-2.800000000000068,8.0,4.0
-8.9,-9.6,81,0.0,0.1,25.0,0,257,2.8,4.2,1001.7,6,354.0,11.9,0.0,0.0953101798043248,3.258096538021482,5.552959584921617,1.6486586255873816,1.9459101490553132,1.4482758620689655,-1.8999999999999773,-3.099999999999909,5.0,6.0
-9.5,17.4,71,0.0,0.0,3.2,0,265,1.1,1.3,1001.4,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.583496308781699,0.832909122935104,0.0,0.4482758620689655,-2.2000000000000455,-3.3999999999999773,-5.0,-4.0
-8.9,-9.6,79,0.0,0.0,25.1,0,269,2.0,3.0,1000.8,6,354.0,11.9,0.0,0.0,3.261935314328648,5.598421958998375,1.3862943611198906,1.9459101490553132,1.0344827586206895,-1.8000000000000682,-4.300000000000068,3.0,3.0
-9.67,17.4,69,0.0,0.0,3.2,0,278,2.8,3.0,1000.3,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.631211781821365,1.3862943611198906,0.0,1.0344827586206895,-2.300000000000068,-4.800000000000068,-7.0,-7.0
-8.8,-9.5,79,0.0,0.0,25.1,0,275,3.7,5.7,1000.7,5,354.0,11.8,0.0,0.0,3.261935314328648,5.62040086571715,1.9021075263969205,1.791759469228055,1.9655172413793105,-2.2999999999999545,-4.2999999999999545,8.0,2.0
-9.5,17.4,69,0.0,0.0,3.2,0,263,2.6,3.0,1000.3,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.575949103146316,1.3862943611198906,0.0,1.0344827586206895,-2.7000000000000455,-4.7000000000000455,-2.0,-8.0
-8.9,-9.6,80,0.0,0.0,25.1,3,278,2.8,4.7,1000.3,6,354.0,11.8,0.0,0.0,3.261935314328648,5.631211781821365,1.7404661748405046,1.9459101490553132,1.620689655172414,-2.2000000000000455,-4.100000000000023,30.0,3.0
-9.56,17.4,69,0.0,0.0,3.2,0,287,3.4,4.1,999.7,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.662960480135946,1.62924053973028,0.0,1.4137931034482758,-2.7999999999999545,-4.699999999999932,19.0,-8.0
-8.9,-9.6,78,0.0,0.0,25.1,0,275,3.6,5.4,999.8,6,354.0,11.9,0.0,0.0,3.261935314328648,5.62040086571715,1.8562979903656265,1.9459101490553132,1.8620689655172415,-2.800000000000068,-4.100000000000023,12.0,3.0
-9.56,17.4,69,0.0,0.0,3.2,0,256,4.0,4.2,999.3,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.54907608489522,1.6486586255873816,0.0,1.4482758620689655,-3.300000000000068,-4.600000000000023,3.0,-6.0
-9.1,-9.8,79,0.0,0.0,25.1,3,286,1.6,2.4,999.0,5,354.0,11.8,0.0,0.0,3.261935314328648,5.659482215759621,1.2237754316221157,1.791759469228055,0.8275862068965517,-2.3999999999999773,-4.600000000000023,10.0,12.0
-9.5,17.4,68,0.0,0.0,3.2,0,284,2.1,2.4,998.6,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.652489180268651,1.2237754316221157,0.0,0.8275862068965517,-2.7999999999999545,-5.0,-1.0,1.0
-9.78,17.4,68,0.0,0.0,3.2,0,294,3.3,3.7,998.3,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.68697535633982,1.547562508716013,0.0,1.2758620689655171,-3.400000000000091,-4.300000000000068,-12.0,-5.0
-8.9,-9.7,78,0.0,0.0,25.1,0,282,3.5,5.1,998.8,5,354.0,11.9,0.0,0.0,3.261935314328648,5.645446897643238,1.8082887711792657,1.791759469228055,1.7586206896551724,-2.900000000000091,-3.800000000000068,-2.0,5.0
-10.17,17.4,66,0.0,0.0,3.2,0,279,3.0,3.7,998.6,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.634789603169249,1.547562508716013,0.0,1.2758620689655171,-2.199999999999932,-4.399999999999977,-17.0,-8.0
-8.9,-9.8,75,0.0,0.0,25.1,0,322,3.3,6.0,999.0,6,354.0,11.9,0.0,0.0,3.261935314328648,5.777652323222656,1.9459101490553132,1.9459101490553132,2.068965517241379,-1.7999999999999543,-4.0,-8.0,1.0
-9.3,-10.3,74,0.0,0.0,25.1,0,316,2.2,4.6,999.3,6,354.0,11.9,0.0,0.0,3.261935314328648,5.75890177387728,1.7227665977411035,1.9459101490553132,1.586206896551724,-1.400000000000091,-3.2000000000000455,-6.0,9.0
-10.56,17.4,64,0.0,0.0,3.2,0,298,4.8,5.7,998.6,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.700443573390687,1.9021075263969205,0.0,1.9655172413793105,-2.1000000000000227,-3.8999999999999777,-16.0,-1.0
-11.0,17.4,63,0.0,0.0,3.2,0,284,3.3,3.8,999.0,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.652489180268651,1.5686159179138452,0.0,1.3103448275862069,-1.2999999999999543,-3.6000000000000227,-18.0,-4.0
-9.6,-10.5,73,0.0,0.0,25.1,0,289,2.4,5.4,999.2,6,354.0,11.9,0.0,0.0,3.261935314328648,5.66988092298052,1.8562979903656265,1.9459101490553132,1.8620689655172415,-1.099999999999909,-3.3999999999999773,-8.0,6.0
-10.4,-11.5,68,0.0,0.0,25.1,0,303,3.0,7.8,999.6,6,354.0,11.7,0.0,0.0,3.261935314328648,5.717027701406222,2.174751721484161,1.9459101490553132,2.689655172413793,-0.1999999999999318,-1.7999999999999543,-5.0,2.0
-12.17,17.4,61,0.0,0.0,3.2,0,292,2.6,3.2,999.0,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.680172609017068,1.4350845252893227,0.0,1.103448275862069,-0.7999999999999545,-2.3999999999999773,-12.0,-5.0
-13.28,17.4,58,0.0,0.0,3.2,0,300,3.4,3.6,1000.3,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.707110264748875,1.5260563034950494,0.0,1.2413793103448276,1.2999999999999543,-1.400000000000091,-23.0,-17.0
-11.5,-12.5,67,0.0,0.0,25.1,0,307,3.9,6.8,1000.3,6,354.0,11.9,0.0,0.0,3.261935314328648,5.730099782973574,2.0541237336955462,1.9459101490553132,2.3448275862068964,1.2999999999999543,-1.400000000000091,-14.0,-8.0
-12.6,-13.6,63,0.0,0.0,25.1,0,322,3.7,7.5,1001.3,7,354.0,11.8,0.0,0.0,3.261935314328648,5.777652323222656,2.1400661634962708,2.0794415416798357,2.586206896551724,3.0,0.5,-16.0,-13.0
-14.5,17.4,59,0.0,0.0,3.2,0,283,3.6,3.8,1001.4,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.648974238161206,1.5686159179138452,0.0,1.3103448275862069,3.1000000000000227,0.6000000000000227,-20.0,-17.0
-15.56,17.4,55,0.0,0.0,3.2,0,282,4.7,5.3,1002.0,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.645446897643238,1.840549633397487,0.0,1.827586206896552,3.3999999999999773,1.2999999999999543,-24.0,-21.0
-13.7,-14.7,61,0.0,0.0,25.1,0,331,5.6,9.3,1001.9,30,354.0,11.8,0.0,0.0,3.261935314328648,5.805134968916488,2.33214389523559,3.4339872044851463,3.2068965517241383,3.2999999999999545,1.1999999999999318,-18.0,-15.0
-14.3,-15.5,54,0.0,0.0,25.1,0,333,4.4,7.3,1003.0,184,354.0,11.9,0.0,0.0,3.261935314328648,5.811140992976701,2.1162555148025524,5.220355825078324,2.5172413793103448,3.7000000000000455,2.7000000000000455,-26.0,-17.0
-16.06,17.4,50,0.0,0.0,3.2,0,290,4.4,4.8,1002.7,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.673323267171493,1.7578579175523736,0.0,1.6551724137931034,3.400000000000091,2.400000000000091,-30.0,-21.0
-15.56,17.4,43,0.0,0.0,3.2,0,308,4.8,5.5,1003.0,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.733341276897746,1.8718021769015911,0.0,1.896551724137931,3.3999999999999773,4.0,-36.0,-23.0
-15.39,17.4,42,0.0,0.0,3.2,0,311,3.2,3.5,1003.0,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.7430031878094825,1.5040773967762742,0.0,1.206896551724138,2.7000000000000455,4.7000000000000455,-26.0,-27.0
-13.9,-15.2,52,0.0,0.0,25.1,0,300,3.2,5.7,1003.0,220,354.0,11.9,0.0,0.0,3.261935314328648,5.707110264748875,1.9021075263969205,5.3981627015177525,1.9655172413793105,2.7000000000000455,4.7000000000000455,-16.0,-17.0
-14.78,17.4,44,0.0,0.0,3.2,0,327,3.2,3.5,1002.7,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.793013608384144,1.5040773967762742,0.0,1.206896551724138,1.400000000000091,4.100000000000023,-22.0,-36.0
-13.9,-15.2,50,0.0,0.0,25.1,0,320,3.4,5.8,1002.9,225,354.0,11.9,0.0,0.0,3.261935314328648,5.771441123130016,1.916922612182061,5.420534999272286,2.0,1.6000000000000227,4.2999999999999545,-16.0,-30.0
-15.06,17.4,43,0.0,0.0,3.2,0,302,4.1,4.7,1002.7,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.713732805509369,1.7404661748405046,0.0,1.620689655172414,0.7000000000000455,3.400000000000091,-31.0,-40.0
-15.28,17.4,45,0.0,0.0,3.2,0,271,4.4,5.3,1003.4,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.605802066295998,1.840549633397487,0.0,1.827586206896552,0.3999999999999772,4.399999999999977,-18.0,-35.0
-13.5,-14.8,50,0.0,0.0,25.1,0,298,3.6,5.3,1003.7,211,353.0,11.9,0.0,0.0,3.261935314328648,5.700443573390687,1.840549633397487,5.356586274672012,1.827586206896552,0.7000000000000455,4.7000000000000455,-13.0,-30.0
-15.56,17.4,45,0.0,0.0,3.2,0,259,2.5,3.3,1004.1,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.560681631015528,1.4586150226995167,0.0,1.137931034482759,1.1000000000000227,4.5,-23.0,-36.0
-14.5,-15.7,51,0.0,0.0,25.1,0,302,4.1,6.9,1004.2,28,354.0,11.9,0.0,0.0,3.261935314328648,5.713732805509369,2.066862759472976,3.367295829986474,2.3793103448275863,1.2000000000000457,4.600000000000023,-17.0,-30.0
-16.0,17.4,47,0.0,0.0,3.2,0,283,3.6,4.0,1004.7,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.648974238161206,1.6094379124341005,0.0,1.3793103448275863,1.7000000000000457,4.400000000000091,-11.0,-26.0
-14.9,-16.0,54,0.0,0.0,25.1,0,291,2.9,5.3,1004.9,7,354.0,11.8,0.0,0.0,3.261935314328648,5.676753802268282,1.840549633397487,2.0794415416798357,1.827586206896552,1.8999999999999773,4.600000000000023,-4.0,-19.0
-16.5,17.4,48,0.0,0.0,3.2,0,301,4.0,4.5,1005.8,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.71042701737487,1.7047480922384253,0.0,1.5517241379310345,2.7999999999999545,4.5,-15.0,-33.0
-15.1,-16.2,54,0.0,0.0,25.1,0,301,3.0,5.3,1005.8,7,354.0,11.8,0.0,0.0,3.261935314328648,5.71042701737487,1.840549633397487,2.0794415416798357,1.827586206896552,2.7999999999999545,4.5,-9.0,-27.0
-17.0,17.4,50,0.0,0.0,3.2,0,313,5.4,5.9,1006.4,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.749392985908253,1.9315214116032136,0.0,2.03448275862069,3.699999999999932,4.399999999999977,-5.0,-29.0
-15.3,-16.3,56,0.0,0.0,25.1,0,324,3.0,5.9,1006.5,7,354.0,11.9,0.0,0.0,3.261935314328648,5.783825182329737,1.9315214116032136,2.0794415416798357,2.03448275862069,3.7999999999999545,4.5,1.0,-23.0
-17.06,17.4,51,0.0,0.0,3.2,0,273,2.5,2.8,1006.8,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.6131281063880705,1.33500106673234,0.0,0.9655172413793104,4.099999999999909,3.7999999999999545,-3.0,-28.0
-15.4,-16.4,56,0.0,0.0,25.1,0,305,3.5,7.0,1006.5,7,354.0,11.9,0.0,0.0,3.261935314328648,5.723585101952381,2.0794415416798357,2.0794415416798357,2.413793103448276,3.7999999999999545,3.5,2.0,-23.0
-17.28,17.4,51,0.0,0.0,3.2,0,283,3.0,3.4,1006.8,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.648974238161206,1.4816045409242156,0.0,1.1724137931034482,3.3999999999999773,3.7999999999999545,8.0,-29.0
-15.7,-16.7,56,0.0,0.0,25.1,0,330,3.6,4.3,1006.8,7,354.0,11.8,0.0,0.0,3.261935314328648,5.802118375377063,1.667706820558076,2.0794415416798357,1.4827586206896552,3.3999999999999773,3.7999999999999545,13.0,-24.0
-15.8,-16.8,57,0.0,0.0,25.1,0,327,3.7,5.3,1006.9,7,354.0,11.9,0.0,0.0,3.261935314328648,5.793013608384144,1.840549633397487,2.0794415416798357,1.827586206896552,2.7999999999999545,3.8999999999999777,14.0,-21.0
-17.67,17.4,52,0.0,0.0,3.2,0,279,3.1,3.3,1006.8,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.634789603169249,1.4586150226995167,0.0,1.137931034482759,2.699999999999932,3.7999999999999545,9.0,-26.0
-17.89,17.4,53,0.0,0.0,3.2,0,282,3.2,3.8,1007.8,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.645446897643238,1.5686159179138452,0.0,1.3103448275862069,3.099999999999909,4.7999999999999545,11.0,-26.0
-16.1,-17.0,58,0.0,0.0,25.1,0,298,3.0,5.0,1007.2,7,354.0,11.8,0.0,0.0,3.261935314328648,5.700443573390687,1.791759469228055,2.0794415416798357,1.7241379310344829,2.5,4.2000000000000455,16.0,-21.0
-15.5,-16.4,63,0.0,0.0,25.1,0,301,1.4,2.5,1007.5,7,354.0,11.9,0.0,0.0,3.261935314328648,5.71042701737487,1.252762968495368,2.0794415416798357,0.8620689655172414,0.7000000000000455,4.100000000000023,18.0,-11.0
-17.17,17.4,56,0.0,0.0,3.2,0,318,2.4,3.0,1007.5,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.765191102784844,1.3862943611198906,0.0,1.0344827586206895,0.7000000000000455,4.100000000000023,11.0,-18.0
-15.4,-16.3,64,0.0,0.0,25.1,0,279,3.5,5.2,1007.6,7,354.0,11.9,0.0,0.0,3.261935314328648,5.634789603169249,1.824549292051046,2.0794415416798357,1.793103448275862,0.8000000000000682,3.5,19.0,1.0
-17.06,17.4,56,0.0,0.0,3.2,0,278,2.4,2.6,1007.8,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.631211781821365,1.2809338454620642,0.0,0.896551724137931,1.0,3.699999999999932,11.0,-7.0
-15.5,-16.4,64,0.0,0.0,25.1,0,289,2.8,5.4,1008.7,7,354.0,11.8,0.0,0.0,3.261935314328648,5.66988092298052,1.8562979903656265,2.0794415416798357,1.8620689655172415,1.8000000000000682,4.0,17.0,-4.0
-16.89,17.4,57,0.0,0.0,3.2,0,259,3.8,4.1,1008.5,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.560681631015528,1.62924053973028,0.0,1.4137931034482758,1.6000000000000227,3.7999999999999545,10.0,-11.0
-16.78,17.4,57,0.0,0.0,3.2,0,297,3.2,4.2,1008.5,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.697093486505405,1.6486586255873816,0.0,1.4482758620689655,0.7000000000000455,2.7000000000000455,9.0,-1.0
-15.6,-16.4,66,0.0,0.0,25.1,0,290,3.0,5.5,1008.1,7,354.0,11.8,0.0,0.0,3.261935314328648,5.673323267171493,1.8718021769015911,2.0794415416798357,1.896551724137931,0.3000000000000682,2.300000000000068,18.0,8.0
-16.67,17.4,58,0.0,0.0,3.2,0,306,2.6,3.0,1008.1,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.726847747587197,1.3862943611198906,0.0,1.0344827586206895,0.6000000000000227,1.7000000000000457,8.0,-5.0
-15.5,-16.3,65,0.0,0.0,25.1,0,311,1.7,3.8,1007.9,7,353.0,11.9,0.0,0.0,3.261935314328648,5.7430031878094825,1.5686159179138452,2.0794415416798357,1.3103448275862069,0.3999999999999772,1.5,15.0,2.0
-16.78,17.4,60,0.0,0.0,3.2,0,280,2.1,2.2,1008.5,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.638354669333745,1.1631508098056809,0.0,0.7586206896551725,1.0,1.7000000000000457,9.0,5.0
-15.1,-15.9,66,0.0,0.0,25.1,0,299,2.4,4.2,1008.2,7,354.0,11.8,0.0,0.0,3.261935314328648,5.703782474656201,1.6486586255873816,2.0794415416798357,1.4482758620689655,0.7000000000000455,1.400000000000091,15.0,11.0
-16.56,17.4,62,0.0,0.0,3.2,0,273,3.3,3.7,1008.5,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.6131281063880705,1.547562508716013,0.0,1.2758620689655171,1.0,1.7000000000000457,11.0,8.0
-15.1,-15.9,67,0.0,0.0,25.1,0,283,2.3,3.9,1008.7,42,353.0,11.9,0.0,0.0,3.261935314328648,5.648974238161206,1.589235205116581,3.7612001156935624,1.3448275862068966,1.2000000000000457,1.900000000000091,16.0,13.0
-14.2,-15.0,65,0.0,0.0,25.1,0,273,3.0,6.0,1009.2,174,354.0,11.8,0.0,0.0,3.261935314328648,5.6131281063880705,1.9459101490553132,5.1647859739235145,2.068965517241379,1.6000000000000227,2.300000000000068,8.0,22.0
-15.39,17.4,61,0.0,0.0,3.2,0,282,3.3,3.7,1009.1,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.645446897643238,1.547562508716013,0.0,1.2758620689655171,1.5,2.2000000000000455,4.0,18.0
-14.06,17.4,57,0.0,0.0,3.2,0,252,1.0,1.3,1009.5,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.53338948872752,0.832909122935104,0.0,0.4482758620689655,0.7999999999999545,1.7000000000000457,4.0,14.0
-11.9,-13.0,62,0.0,0.0,25.1,0,276,4.6,7.1,1010.1,211,354.0,11.8,0.0,0.0,3.261935314328648,5.6240175061873385,2.0918640616783932,5.356586274672012,2.4482758620689653,1.6000000000000227,2.6000000000000227,-1.0,20.0
-13.5,17.4,53,0.0,0.0,3.2,0,280,2.5,2.8,1009.8,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.638354669333745,1.33500106673234,0.0,0.9655172413793104,1.2999999999999543,2.2999999999999545,-10.0,11.0
-12.17,17.4,49,0.0,0.0,3.2,0,309,2.9,3.4,1009.5,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.736572297479192,1.4816045409242156,0.0,1.1724137931034482,1.3999999999999773,2.0,-14.0,5.0
-11.5,17.4,48,0.0,0.0,3.2,0,302,3.3,3.6,1009.5,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.713732805509369,1.5260563034950494,0.0,1.2413793103448276,1.0,2.0,-15.0,5.0
-11.28,17.4,44,0.0,0.0,3.2,0,317,5.7,6.3,1009.5,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.762051382780177,1.9878743481543455,0.0,2.1724137931034484,1.0,1.8999999999999773,-20.0,-1.0
-10.5,17.4,42,0.0,0.0,3.2,0,352,3.5,4.0,1009.8,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.8664680569332965,1.6094379124341005,0.0,1.3793103448275863,0.599999999999909,1.099999999999909,-22.0,-3.0
-9.4,-11.2,48,0.0,0.0,25.1,0,327,4.4,6.3,1010.2,209,353.0,11.9,0.0,0.0,3.261935314328648,5.793013608384144,1.9878743481543455,5.3471075307174685,2.1724137931034484,1.0,1.5,-16.0,3.0
-9.9,-11.6,49,0.0,0.0,25.1,0,324,3.6,5.5,1010.6,25,354.0,11.8,0.0,0.0,3.261935314328648,5.783825182329737,1.8718021769015911,3.258096538021482,1.896551724137931,1.1000000000000227,2.1000000000000227,-8.0,2.0
-11.06,17.4,39,0.0,0.0,3.2,0,308,4.2,4.4,1010.5,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.733341276897746,1.6863989535702288,0.0,1.517241379310345,1.0,2.0,-18.0,-8.0
-10.5,-12.2,50,0.0,0.0,25.1,0,311,2.6,4.4,1011.1,6,354.0,11.9,0.0,0.0,3.261935314328648,5.7430031878094825,1.6863989535702288,1.9459101490553132,1.517241379310345,1.0,3.0,-8.0,2.0
-11.89,17.4,43,0.0,0.0,3.2,0,297,3.4,3.9,1010.8,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.697093486505405,1.589235205116581,0.0,1.3448275862068966,0.6999999999999318,2.699999999999932,-15.0,-5.0
-12.78,17.4,48,0.0,0.0,3.2,0,279,2.1,2.6,1011.5,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.634789603169249,1.2809338454620642,0.0,0.896551724137931,2.0,3.0,-12.0,-2.0
-20.78,17.4,58,0.0,0.0,3.2,0,248,4.2,4.8,1011.5,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.517452896464707,1.7578579175523736,0.0,1.6551724137931034,0.0,0.0,0.0,0.0
-19.28,17.4,54,0.0,0.0,3.2,0,214,3.1,3.6,1011.2,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.3706380281276624,1.5260563034950494,0.0,1.2413793103448276,-0.2999999999999545,-0.2999999999999545,-4.0,-4.0
-17.67,17.4,47,0.0,0.0,3.2,0,214,4.9,5.7,1010.8,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.3706380281276624,1.9021075263969205,0.0,1.9655172413793105,-0.7000000000000455,-0.7000000000000455,-11.0,-11.0
-15.5,17.4,39,0.0,0.0,3.2,0,249,4.0,5.0,1009.8,0,358.0,14.8,0.0,0.0,1.4350845252893227,5.521460917862246,1.791759469228055,0.0,1.7241379310344829,-1.7000000000000457,-1.7000000000000457,-19.0,-19.0
-15.06,17.4,45,0.0,0.0,3.2,0,225,5.1,5.6,1008.1,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.420534999272286,1.8870696490323795,0.0,1.9310344827586208,-3.3999999999999773,-3.3999999999999773,-13.0,-13.0
-13.39,17.4,46,0.0,0.0,3.2,0,216,2.3,3.8,1006.8,0,358.0,15.2,0.0,0.0,1.4350845252893227,5.37989735354046,1.5686159179138452,0.0,1.3103448275862069,-4.7000000000000455,-4.7000000000000455,-12.0,-12.0
-12.78,17.4,43,0.0,0.0,3.2,0,257,3.4,3.8,1005.8,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.552959584921617,1.5686159179138452,0.0,1.3103448275862069,-5.7000000000000455,-5.7000000000000455,-15.0,-15.0
-13.6,-14.7,58,0.0,0.0,25.1,0,227,4.9,8.0,1005.2,78,354.0,11.9,0.0,0.0,3.261935314328648,5.429345628954441,2.1972245773362196,4.3694478524670215,2.7586206896551726,-5.599999999999909,-6.2999999999999545,0.0,0.0
-15.2,-16.1,61,0.0,0.0,25.1,0,241,4.4,7.7,1004.1,7,354.0,11.8,0.0,0.0,3.261935314328648,5.488937726156687,2.1633230256605382,2.0794415416798357,2.6551724137931036,-5.699999999999932,-7.399999999999977,3.0,3.0
-15.28,17.4,45,0.0,0.0,3.2,0,229,4.4,5.2,1002.7,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.438079308923196,1.824549292051046,0.0,1.793103448275862,-7.099999999999909,-8.799999999999955,-13.0,-13.0
-16.4,-17.2,66,0.0,0.0,25.1,0,236,5.3,9.9,1002.8,7,354.0,11.8,0.0,0.0,3.261935314328648,5.4680601411351315,2.388762789235098,2.0794415416798357,3.413793103448276,-5.300000000000068,-8.700000000000045,8.0,8.0
-16.1,-16.8,65,0.0,0.0,25.1,0,229,4.9,7.8,1001.5,7,354.0,11.9,0.0,0.0,3.261935314328648,5.438079308923196,2.174751721484161,2.0794415416798357,2.689655172413793,-5.2999999999999545,-10.0,7.0,7.0
-16.39,17.4,56,0.0,0.0,3.2,0,213,5.4,6.9,1000.3,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.365976015021851,2.066862759472976,0.0,2.3793103448275863,-6.5,-11.200000000000044,-2.0,-2.0
-16.5,17.4,58,0.0,0.0,3.2,0,207,4.2,4.6,1000.0,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.337538079701318,1.7227665977411035,0.0,1.586206896551724,-5.7999999999999545,-11.200000000000044,4.0,0.0
-15.17,17.4,55,0.0,0.0,3.2,0,201,4.2,4.8,999.0,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.308267697401205,1.7578579175523736,0.0,1.6551724137931034,-6.2000000000000455,-11.799999999999956,8.0,-3.0
-14.56,17.4,58,0.0,0.0,3.2,0,239,3.4,4.1,998.0,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.480638923341991,1.62924053973028,0.0,1.4137931034482758,-7.2000000000000455,-11.799999999999956,19.0,0.0
-13.56,17.4,55,0.0,0.0,3.2,0,213,2.3,2.5,997.0,0,358.0,14.9,0.0,0.0,1.4350845252893227,5.365976015021851,1.252762968495368,0.0,0.8620689655172414,-7.100000000000023,-11.100000000000025,10.0,-3.0
